"score_unit_mode","score_unit","kappa","lambda","shift_prob","shift_type","policy","n_rep","mean_objective","se_objective","q025_objective","median_objective","q975_objective","mean_regret","mean_retrains","se_retrains"
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"abrupt_coef","debt_utility_tuned",100,3.30282002866517,0.327642963537935,0.743551607119129,2.21416502479541,13.3613474391963,2.37561139150833,62.21,1.20472931701388
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"abrupt_coef","hybrid_utility_tuned",100,3.42699382561855,0.324496456805923,0.464751049724553,2.40752414025742,13.4897715483724,2.80398593246382,41.8,1.90909571908966
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"abrupt_coef","never_retrain",100,266.814577591337,44.7857743281624,0.728153304288974,108.213559824011,1696.90625007198,266.814577591337,0,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","alarm_tuned",100,6.10327297568231,0.493709193291199,0.889684822559588,4.66948634086554,19.2939203495574,5.86196920079774,16.19,0.114322775376112
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","always_retrain",100,3.9849664151338,0.0775766131911767,3.14893853173485,3.76959228719091,6.05698622755711,1.01897189987562,199,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","calendar_tuned",100,2.96837149130034,0.153580324037236,1.30932291653572,2.59630596007286,6.87087053844474,1.98467481789814,66,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","calendar10",100,5.73126156890406,0.446756225649577,0.938536579450583,4.51656652544879,17.1855410026005,5.44807616292464,19,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","cusum_tuned",100,2.26231714934714,0.114732720371147,0.795839732111737,1.9971968174331,5.21839841952905,1.43064632547072,55.8,1.75533817858899
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","debt_threshold_tuned",100,2.30422597614267,0.113099531624895,0.919187916973973,2.07399021902451,5.24654983642282,1.82206556122507,32.35,1.56826965059256
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","debt_utility_tuned",100,2.37153971977241,0.111867475091055,1.01200879097365,2.10201656186325,5.24259556276153,1.4513361952898,61.74,0.91072398772525
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","hybrid_utility_tuned",100,2.74691068572255,0.191410959266442,0.931033262973867,2.21475948286861,6.07620490417577,2.06353958760905,45.85,1.89855740024372
"mean",0.149044950515486,0.1,0.0149044950515486,0.05,"gradual","never_retrain",100,89.9487941657175,12.0656392351057,3.49806322070727,35.5015131942626,437.50834656288,89.9487941657175,0,0
